RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure
3364,15681924,Ekwueme,747,Germany,Male,38,2
3365,15763544,Thompson,673,France,Male,47,1
3366,15764431,Chinwenma,671,Spain,Female,34,5
3367,15684010,Tuan,640,Germany,Female,74,2
3368,15648881,Tsai,581,Germany,Male,40,0
3369,15733303,Liu,630,France,Male,67,5
3370,15643294,Robinson,703,France,Female,33,8
3371,15749905,Carr,698,Spain,Female,47,6
3372,15625175,Palerma,742,Germany,Female,43,6
3373,15643967,Chineze,652,France,Female,37,4
3374,15578251,Fang,644,France,Male,37,2
3375,15772573,Simpson,735,Spain,Male,55,2
3376,15733234,Moretti,777,France,Female,58,4
3377,15721582,Hale,644,Germany,Female,40,4
3378,15628219,Benson,665,Germany,Female,37,3
3379,15571302,Estep,529,Germany,Male,72,5
3380,15637178,Mishina,803,Spain,Female,45,7
3381,15601184,Abramovich,604,Spain,Female,26,3
3382,15629511,Lavrentiev,738,France,Male,49,6
3383,15570629,Alexeyeva,655,Germany,Female,72,5
3384,15665766,T'ang,698,Germany,Male,39,9
3385,15693732,Kilgour,775,France,Female,66,9
3386,15765982,Chin,735,France,Male,41,7
3387,15582016,Fiorentini,766,Spain,Male,41,6
3388,15798024,Lori,537,Germany,Male,84,8
3389,15588622,Marchesi,599,Germany,Male,25,7
3390,15724863,Sheppard,420,Spain,Female,55,4
3391,15618213,Nnanna,674,France,Female,32,7
3392,15780411,Norris,570,France,Female,46,3
3393,15725429,Vincent,623,Germany,Male,33,8
3394,15600626,Bradley,710,France,Male,30,6
3395,15668460,Bellucci,466,France,Male,29,6
3396,15576263,Clements,759,France,Female,22,5
3397,15720354,Knowles,581,France,Male,71,4
3398,15691624,Chidiebere,820,France,Male,33,2
3399,15793196,Kelly,759,France,Male,41,9
3400,15633352,Okwukwe,628,France,Female,31,6
3401,15750874,Onyemere,676,France,Male,31,3
3402,15588923,Murphy,591,France,Female,33,4
3403,15715745,Elliott,690,France,Female,26,5
3404,15611800,Loggia,624,France,Female,62,7
3405,15576928,Walsh,573,France,Female,23,2
3406,15793693,Mahomed,694,France,Male,60,9
3407,15581252,Dolgorukova,632,Spain,Female,29,7
3408,15797760,Bogdanov,632,France,Male,40,3
3409,15790564,She,832,Germany,Female,40,9
3410,15593736,Cook,598,Germany,Female,46,7
3411,15595937,Bruno,430,Germany,Male,36,1
3412,15815628,Moysey,711,France,Female,37,8
3413,15782802,Beneventi,582,Germany,Male,26,6
3414,15627412,Ferri,605,France,Male,39,3
3415,15734609,Skinner,657,France,Female,37,2
3416,15710689,Angel,578,Spain,Male,40,6
3417,15565806,Toosey,532,France,Male,38,9
3418,15815530,Chin,612,France,Female,42,10
3419,15632272,Lung,792,France,Female,42,2
3420,15684103,Mellor,674,France,Female,26,10
3421,15654519,Hassall,680,France,Male,31,1
3422,15767722,Richardson,593,France,Female,39,0
3423,15654346,Poninski,679,Germany,Male,35,1
3424,15660147,Dore,493,Spain,Male,32,8
3425,15814998,Bonham,688,Spain,Male,42,5
3426,15802207,Ibezimako,769,Germany,Male,43,4
3427,15658668,Hunter,581,Spain,Male,49,10
3428,15715079,Bold,465,France,Male,41,9
3429,15570360,Wan,641,France,Female,35,4
3430,15674678,Bradley,731,Germany,Female,43,9
3431,15780925,Tretyakova,625,France,Male,37,1
3432,15688193,Graham,468,France,Male,36,3
3433,15778219,Izmailov,790,France,Male,26,5
3434,15696514,Calabrese,587,Germany,Female,37,6
3435,15712303,Valentin,692,France,Male,66,4
3436,15719090,Osonduagwuike,676,Germany,Female,34,4
3437,15735632,Williamson,571,France,Male,41,8
3438,15619436,Pan,700,France,Female,32,3
3439,15722404,Carpenter,445,France,Female,30,3
3440,15662063,McIver,746,France,Male,36,7
3441,15745605,Trevisan,722,France,Female,47,2
3442,15636658,Rozhkova,596,France,Male,36,2
3443,15784130,He,850,Germany,Female,30,8
3444,15606755,Moretti,597,Spain,Female,46,4
3445,15801699,Fishbourne,436,Spain,Male,43,5
3446,15784097,Gibson,660,Germany,Male,28,1
3447,15764654,Zikoranachidimma,649,France,Male,37,9
3448,15612092,Palmer,646,Germany,Male,32,8
3449,15610903,Chukwueloka,560,Spain,Female,31,5
3450,15705777,Real,710,Germany,Male,49,10
3451,15661936,Chikelu,513,France,Male,40,3
3452,15700864,Fiorentini,607,France,Female,21,0
3453,15722965,Yefimova,757,France,Male,57,3
3454,15737521,Ball,619,Germany,Male,40,9
3455,15814465,Ch'in,612,France,Male,24,1
3456,15580988,Odell,842,France,Male,29,8
3457,15789974,Enemuo,713,France,Male,33,6
3458,15713370,Hunter,657,Spain,Male,36,8
3459,15748673,Nepean,770,France,Female,37,9
3460,15754919,Nwebube,773,France,Female,40,10
3461,15641662,Enticknap,470,Germany,Male,39,5
3462,15813422,Lu,781,Spain,Male,35,4
3463,15713596,Ugochukwu,428,France,Female,62,1
3464,15791216,Mann,600,Germany,Male,43,8
3465,15689031,Murphy,697,Spain,Female,37,7
3466,15763704,Docherty,692,Germany,Female,43,2
3467,15631339,Adams,791,France,Male,28,4
3468,15771509,Hirst,538,Germany,Female,42,1
3469,15769586,Horan,820,France,Female,49,1
3470,15656096,Cumbrae-Stewart,679,Spain,Female,26,3
3471,15585280,Kinney,649,France,Female,36,2
3472,15743582,T'ang,632,France,Female,27,3
3473,15761692,Muir,594,France,Male,40,9
3474,15627840,Toscano,682,France,Female,42,0
3475,15778861,Wallace,720,Spain,Male,33,6
3476,15770554,Fraser,769,France,Male,31,4
3477,15806956,Iqbal,746,Spain,Male,30,1
3478,15701908,Nina,623,Spain,Female,40,7
3479,15736990,Chuang,537,France,Male,28,3
3480,15743714,Ch'ien,468,France,Male,46,7
3481,15807993,Bruno,588,Germany,Female,30,0
3482,15644686,Kennedy,729,Spain,Female,34,9
3483,15677377,Lawrence,543,Spain,Male,37,3
3484,15626412,Mort,499,Spain,Male,39,6
3485,15643679,Goliwe,784,Germany,Male,28,2
3486,15728456,Martinez,604,France,Male,33,3
3487,15630661,Vasilyev,614,Spain,Female,25,10
3488,15734044,Black,671,France,Female,31,7
3489,15705001,Napolitani,587,Spain,Female,35,3
3490,15809817,Ch'en,593,Spain,Male,43,10
3491,15809137,Sagese,453,France,Male,29,6
3492,15751593,Fraser,570,Germany,Male,35,6
3493,15626491,Hughes,655,France,Female,45,7
3494,15765461,Giles,632,Spain,Male,47,3
3495,15568120,Lacross,681,France,Female,37,7
3496,15787161,Pisani,591,Germany,Male,46,4
3497,15812324,King,779,France,Male,27,1
3498,15588944,Maughan,456,France,Female,63,1
3499,15694253,Palerma,686,France,Female,41,7
3500,15759566,Tochukwu,617,France,Male,74,10
3501,15675675,Slate,850,France,Female,32,5
3502,15802060,Ch'ang,646,Germany,Female,30,10
3503,15660505,Romani,735,Germany,Male,46,2
3504,15782630,Genovese,543,France,Male,35,5
3505,15700710,Chiebuka,490,France,Female,37,3
3506,15742834,Liao,640,France,Male,45,1
3507,15806511,Berry,445,Spain,Male,45,10
3508,15608166,Fallaci,761,France,Male,36,9
3509,15614230,T'an,426,France,Female,34,3
3510,15729958,Wilkinson,777,France,Male,37,1
3511,15800814,Palerma,534,France,Male,35,2
3512,15674727,Lazarev,777,France,Female,42,5
3513,15657779,Boylan,806,Spain,Male,18,3
3514,15801395,Warren,790,France,Female,33,10
3515,15757911,Trevisani,643,Spain,Female,32,2
3516,15665340,Trevisano,584,Spain,Female,37,8
3517,15787151,Liao,638,France,Female,34,7
3518,15757821,Burgess,771,Spain,Male,18,1
3519,15600688,Liston,600,France,Female,39,5
3520,15594878,Thompson,661,Spain,Female,41,5
3521,15569248,Milanesi,554,France,Female,43,10
3522,15812706,Mazure,627,Spain,Male,49,4
3523,15645045,Rudduck,659,France,Female,38,9
3524,15766746,Darwin,835,France,Male,35,6
3525,15700383,Uvarova,763,France,Female,35,7
3526,15632551,Buccho,625,Germany,Male,31,4
3527,15795129,Gallo,799,France,Female,30,9
3528,15650545,Tomlinson,849,France,Male,69,7
3529,15612769,Carr,692,France,Male,28,5
3530,15710853,Ts'ui,623,France,Female,24,5
3531,15623712,Coates,453,Spain,Female,42,5
3532,15653251,Hickey,408,France,Female,84,8
3533,15755077,Norton,778,Germany,Female,37,0
3534,15808557,Mancini,695,France,Female,42,5
3535,15614687,Tien,677,Germany,Female,44,4
3536,15626882,Stobie,662,Spain,Male,37,5
3537,15748034,Drakeford,534,France,Male,29,7
3538,15632324,Pisani,602,France,Male,59,7
3539,15761023,Murphy,554,Germany,Female,43,2
3540,15761453,Kovalev,667,France,Male,42,6
3541,15646726,Crawford,672,France,Male,43,5
3542,15637169,Maclean,838,Spain,Female,67,4
3543,15636024,Blackburn,692,Spain,Female,34,4
3544,15801218,Bermudez,675,France,Male,49,8
3545,15642655,Savage,731,Spain,Male,33,1
3546,15690130,Wyatt,468,France,Female,32,8
3547,15653753,Chiemenam,542,Spain,Male,43,6
3548,15641359,Shao,662,Spain,Female,35,6
3549,15776827,Langdon,770,Germany,Male,37,5
3550,15647725,Napolitano,675,France,Female,61,5
3551,15648455,Kung,647,Germany,Male,51,4
3552,15580629,Blackwood,604,France,Male,31,6
3553,15730161,Marcelo,833,France,Female,39,3
3554,15626612,Yin,741,Spain,Male,40,4
3555,15662865,Storey,658,Spain,Male,36,1
3556,15629094,Fomin,528,France,Female,36,1
3557,15651823,Nkemjika,590,France,Female,60,6
3558,15594827,Glasgow,675,France,Male,34,1
3559,15786392,Chen,765,France,Male,41,4
3560,15727353,Ch'ang,650,France,Female,64,7
3561,15733777,Evans,817,France,Male,44,8
3562,15614302,Crotty,699,Germany,Female,31,10
3563,15723263,Cocci,495,Germany,Female,34,9
3564,15687270,Iroawuchi,491,Spain,Female,61,8
3565,15803121,Chia,847,France,Male,51,5
3566,15598700,Hysell,676,Spain,Female,30,5
3567,15741875,Williamson,746,Spain,Female,25,3
3568,15631709,Ginikanwa,470,Spain,Female,31,2
3569,15672970,Chigolum,714,Spain,Male,20,3
3570,15761670,Morley,695,France,Female,50,8
3571,15706005,Roberts,674,France,Male,46,2
3572,15790336,Tokareva,664,Germany,Male,36,6
3573,15754267,Fleming,697,Germany,Male,31,3
3574,15791988,Chinomso,670,France,Male,68,4
3575,15683375,Compton,541,France,Female,32,4
3576,15625151,Wan,640,France,Female,66,9
3577,15635285,Taylor,647,France,Male,28,8
3578,15574296,Kambinachi,757,France,Male,23,2
3579,15711618,Chang,704,Germany,Female,39,1
3580,15670943,See,778,Germany,Male,31,9
3581,15634359,Dyer,639,Germany,Female,41,5
3582,15586629,Campbell,637,France,Male,33,5
3583,15588461,Cremonesi,686,France,Male,35,4
3584,15773221,Harris,577,Spain,Male,43,8
3585,15664227,Threatt,506,Germany,Male,28,8
3586,15741745,Lane,757,France,Male,28,7
3587,15652626,Grave,826,France,Male,55,4
3588,15599410,Stanley,721,France,Male,41,2
3589,15571958,McIntosh,489,Spain,Male,40,3
3590,15785406,Watts,446,France,Female,51,4
3591,15687884,Alekseyeva,677,France,Male,37,3
3592,15621685,Davies,769,France,Male,29,2
3593,15628886,Matlock,677,Spain,Male,56,5
3594,15699325,Fedorova,555,Germany,Female,62,10
3595,15578369,Chiedozie,652,Germany,Female,37,9
3596,15654156,Marcelo,722,Germany,Female,32,5
3597,15707199,Cooper,643,France,Male,36,0
3598,15671630,McMillan,796,Germany,Female,40,1
3599,15632079,Hardy,720,Germany,Female,37,8
3600,15767921,Madukwe,613,France,Male,41,7
3601,15573599,Adamson,506,France,Female,57,6
3602,15747208,Watt,608,France,Male,50,6
3603,15582762,Mazzanti,667,Spain,Male,77,2
3604,15772528,Mishin,750,France,Female,47,7
3605,15755798,Feng,610,France,Male,33,4
3606,15788683,Kang,588,Germany,Female,34,10
3607,15616922,Kelly,479,France,Female,26,1
3608,15771855,Yu,682,France,Male,37,5
3609,15601873,Bull,677,France,Female,36,7
3610,15657868,Serra,850,Germany,Male,40,6
3611,15711716,Ferguson,580,France,Female,56,1
3612,15734246,She,746,France,Female,21,8
3613,15792151,Hamilton,635,Spain,Female,37,3
3614,15770159,Nnanna,664,Germany,Male,25,6
3615,15747649,Summerville,558,Germany,Female,36,0
3616,15639357,Allan,415,France,Male,46,9
3617,15738907,Tobenna,798,France,Female,60,6
3618,15663446,Volkova,792,Germany,Female,29,4
3619,15750867,Nucci,489,Germany,Female,46,8
3620,15715939,Wright,730,France,Male,33,0
3621,15763806,Astorga,773,France,Male,41,4
3622,15637993,Pokrovsky,711,France,Male,36,9
3623,15720338,Mazzanti,592,Spain,Male,55,8
3624,15627162,Blesing,695,Germany,Male,27,6
3625,15596710,Ku,640,France,Female,33,1
3626,15781678,Pisani,470,Spain,Male,31,4
3627,15634968,Hsueh,789,Germany,Female,37,6
3628,15609475,Ricci,604,Spain,Female,39,7
3629,15573319,Azubuike,493,Germany,Female,35,8
3630,15738291,Nevzorova,671,France,Female,48,8
3631,15782456,Odili,656,France,Male,46,9
3632,15794841,Kung,739,Spain,Male,19,5
3633,15684696,Lei,560,Spain,Female,26,3
3634,15629846,Sheehan,827,Germany,Female,47,8
3635,15674442,Kung,681,France,Male,23,7
3636,15571689,Kelechi,740,France,Female,37,5
3637,15730469,Anenechi,663,Spain,Male,31,4
3638,15809320,McElhone,845,Spain,Female,52,0
3639,15684367,Chigbogu,555,Spain,Male,27,5
3640,15793049,Atkins,680,Germany,Female,48,8
3641,15603665,Colombo,638,Germany,Female,39,0
3642,15613623,Tilley,640,Spain,Male,62,3
3643,15569572,Sopuluchi,778,France,Male,42,6
3644,15698791,Udinesi,679,France,Male,45,3
3645,15626233,Onyekachi,593,France,Female,32,3
3646,15607263,McCartney,788,France,Male,55,3
3647,15610900,Thompson,770,France,Female,70,9
3648,15624775,Onyeoruru,729,France,Male,67,2
3649,15691703,Shih,545,France,Male,47,8
3650,15745355,Golibe,597,France,Male,41,4
3651,15724955,Lucchesi,537,France,Male,38,3
3652,15628999,Townsend,732,France,Male,79,10
3653,15654341,Chao,542,France,Male,34,8
3654,15744240,Shen,688,Germany,Female,46,0
3655,15632365,Booth,542,Germany,Male,33,8
3656,15729689,Chan,754,Germany,Male,35,6
3657,15759284,Yeh,750,France,Female,37,6
3658,15602124,Badgery,731,France,Male,30,7
3659,15661903,Hsia,699,France,Female,43,3
3660,15664668,Zarate,534,France,Female,42,9
3661,15736431,Congreve,494,Spain,Male,27,2
3662,15748639,Hayslett,497,Germany,Male,35,7
3663,15628123,Robinson,632,France,Female,28,5
3664,15602731,Wong,724,France,Male,31,5
3665,15794137,Nevzorova,751,Germany,Female,37,0
3666,15748696,Page,733,France,Male,42,9
3667,15725068,Quinn,701,Spain,Female,21,9
3668,15807340,O'Donnell,525,Germany,Male,33,4
3669,15586133,Pisano,666,Germany,Female,44,2
3670,15576185,Sinclair,653,France,Male,29,2
3671,15660809,Loving,850,France,Male,28,4
3672,15616666,Artemova,646,Germany,Female,52,6
3673,15706904,Robertson,750,France,Male,43,6
3674,15606915,Genovese,764,France,Male,24,7
3675,15749693,Ugonnatubelum,658,France,Female,32,9
3676,15791743,Corbett,727,France,Male,32,1
3677,15796480,Reilly,687,France,Female,31,2
3678,15790442,Wright,631,Spain,Male,33,2
3679,15609458,Vincent,797,France,Male,30,10
3680,15593897,Carr,650,Spain,Male,25,7
3681,15604576,Eiland,850,Spain,Male,22,3
3682,15666270,Omeokachie,676,France,Female,40,2
3683,15572626,Mackenzie,620,Spain,Male,44,8
3684,15727197,Pinto,576,France,Female,52,9
3685,15714006,Gardener,482,France,Female,35,2
3686,15642137,Fang,695,Spain,Female,39,5
3687,15665327,Cattaneo,706,France,Male,18,2
3688,15626806,Labrador,668,France,Female,32,2
3689,15662578,Dettmann,679,Germany,Male,35,1
3690,15790829,Gibson,703,France,Female,45,5
3691,15654959,Hope,670,Spain,Male,67,6
3692,15760244,Ives,590,France,Female,76,5
3693,15715394,Greece,613,Spain,Male,35,4
3694,15722246,Omeokachie,742,France,Female,60,4
3695,15609704,Mao,608,France,Female,33,4
3696,15757628,Savage,571,France,Male,40,10
3697,15633586,Brierly,595,France,Female,39,7
3698,15565796,Docherty,745,Germany,Male,48,10
3699,15717935,McDonald,589,France,Female,21,3
3700,15577700,Rapuokwu,749,France,Male,37,10
3701,15747345,Bergamaschi,678,France,Female,22,6
3702,15678317,Manfrin,603,France,Male,46,2
3703,15698335,Bergamaschi,504,France,Female,73,8
3704,15768451,MacDonald,739,Germany,Male,40,5
3705,15753213,Lees,604,France,Female,34,7
3706,15769645,Senior,612,France,Female,35,3
3707,15657565,Nwokezuike,629,Spain,Female,44,6
3708,15620323,Ekwueme,652,Spain,Female,42,3
3709,15679983,Garmon,565,France,Male,34,7
3710,15812616,Enyinnaya,707,France,Female,49,10
3711,15601796,Chizuoke,645,France,Male,30,1
3712,15729489,Hyde,762,Germany,Female,34,8
3713,15613216,Cameron,639,Spain,Female,39,1
3714,15657937,Lord,709,Germany,Male,22,0
3715,15815428,Biryukova,823,France,Male,34,3
3716,15640409,Carpenter,817,Germany,Female,46,0
3717,15699492,Lorenzo,665,Germany,Female,27,2
3718,15623536,Madukwe,646,Germany,Male,39,0
3719,15707551,Hutcheon,568,France,Male,30,8
3720,15577999,Sleeman,850,France,Female,62,1
3721,15788775,Milne,473,Germany,Male,40,8
3722,15758362,Williamson,731,France,Female,41,9
3723,15807961,Bruno,619,France,Male,25,4
3724,15710978,Palerma,715,Germany,Male,42,2
3725,15703541,Wang,772,Germany,Female,51,9
3726,15626474,Onyemere,686,France,Female,31,1
3727,15608344,Dawson,749,Germany,Female,29,7
3728,15768367,Nebechukwu,781,France,Female,27,7
3729,15806210,Bateman,675,Spain,Male,66,5
3730,15697702,Lord,730,Spain,Male,29,2
3731,15689152,Loggia,683,Spain,Male,38,3
3732,15568573,Graham,554,Germany,Female,51,7
3733,15689598,Dean,722,France,Male,46,6
3734,15713374,Jarvis,689,Germany,Male,67,9
3735,15679733,Haugh,796,Germany,Male,40,2
3736,15759274,Micklem,447,France,Female,32,10
3737,15607748,Bennett,498,Germany,Male,37,8
3738,15607577,Roberts,663,Spain,Male,27,8
3739,15813697,Onyekaozulu,498,Germany,Female,44,2
3740,15801125,Kegley,627,France,Female,32,1
3741,15777855,Manna,649,France,Male,45,7
3742,15635396,Thompson,738,Germany,Female,29,9
3743,15698031,Romano,587,Germany,Female,39,6
3744,15678944,Brown,655,Germany,Female,32,6
3745,15718507,Su,647,Germany,Male,37,3
3746,15808334,Mackay,776,Germany,Female,37,1
3747,15804709,Watt,688,Germany,Male,35,5
3748,15645835,Milani,605,France,Male,32,9
3749,15738166,Hsu,596,France,Female,39,10
3750,15675360,Valenzuela,427,France,Male,33,8
3751,15793042,Sung,629,France,Male,39,2
3752,15630106,Lo,496,Spain,Male,29,2
3753,15810385,Giordano,717,Spain,Female,36,2
3754,15578211,Connolly,777,France,Male,23,6
3755,15572792,Bellucci,535,Spain,Male,35,8
3756,15620030,Jamieson,744,France,Male,29,1
3757,15783541,Fomina,755,France,Male,31,5
3758,15679284,Aksenov,593,Spain,Female,45,6
3759,15582910,Turnbull,514,France,Male,38,4
3760,15688337,Dixon,721,France,Male,40,9
3761,15734970,White,835,Spain,Male,38,7
3762,15759140,Long,682,France,Female,64,10
3763,15643042,Han,590,Germany,Female,40,2
3764,15773868,Belov,653,Germany,Female,37,3
3765,15615820,MacDonald,837,France,Male,49,8
3766,15730273,Parsons,841,France,Male,27,8
3767,15724890,Cross,584,Spain,Male,36,4
3768,15765952,Milanesi,769,France,Male,29,4
3769,15685920,Lombardo,599,Spain,Male,34,2
3770,15663263,Collins,698,France,Male,47,5
3771,15568953,Alexeieva,477,France,Male,27,1
3772,15643361,Cullen,477,Germany,Male,34,8
3773,15699486,Johnson,745,Spain,Male,34,7
3774,15747854,Rudd,749,France,Female,35,3
3775,15691785,Findlay,850,France,Male,61,1
3776,15709004,Mai,528,Germany,Male,22,5
3777,15652218,Morrison,750,France,Male,33,2
3778,15697127,Monaldo,543,France,Female,31,2
3779,15658486,Gidney,579,Spain,Female,59,3
3780,15694160,Sagese,624,France,Male,37,0
3781,15685290,Wall,595,Germany,Male,46,5
3782,15701042,Dalton,596,Germany,Female,27,2
3783,15680449,Hsing,431,Germany,Female,44,2
3784,15599860,Warner,647,Spain,Female,26,8
3785,15723169,Williams,640,France,Female,31,9
3786,15803842,Dunn,752,Germany,Female,45,3
3787,15728224,Kerr,710,Germany,Female,41,9
3788,15644174,Marchesi,638,Germany,Male,27,4
3789,15707110,Endrizzi,660,Germany,Male,28,2
3790,15765415,King,609,Spain,Female,45,4
3791,15756751,Griffiths,596,Spain,Female,54,0
3792,15795151,Hartzler,705,France,Female,38,3
3793,15632859,Chukwudi,444,France,Male,36,7
3794,15584037,Denisov,727,Germany,Male,58,5
3795,15621409,Endrizzi,496,France,Male,32,4
3796,15581102,Baresi,554,France,Female,22,8
3797,15578096,Nnachetam,537,France,Male,26,7
